year,anomaly,gcm,scenario
2078,1.83668863773346,pattern1,rcp85
2079,1.86668860912323,pattern1,rcp85
2080,1.896688580513,pattern1,rcp85
2081,1.92668867111206,pattern1,rcp85
2082,1.94668865203857,pattern1,rcp85
2083,1.97668862342834,pattern1,rcp85
2084,2.00668859481812,pattern1,rcp85
2085,2.03668856620789,pattern1,rcp85
2086,2.06668853759766,pattern1,rcp85
2087,2.09668850898743,pattern1,rcp85
2088,2.12668871879578,pattern1,rcp85
2089,2.15668869018555,pattern1,rcp85
2090,2.18668866157532,pattern1,rcp85
2091,2.21668863296509,pattern1,rcp85
2092,2.2366886138916,pattern1,rcp85
2093,2.26668858528137,pattern1,rcp85
2094,2.28668856620789,pattern1,rcp85
2095,2.31668853759766,pattern1,rcp85
2096,2.34668850898743,pattern1,rcp85
2097,2.36668872833252,pattern1,rcp85
2098,2.39668869972229,pattern1,rcp85
2099,2.4166886806488,pattern1,rcp85
1981,-0.182299762964249,pattern3,rcp85
1982,-0.172299772500992,pattern3,rcp85
1983,-0.162299767136574,pattern3,rcp85
1984,-0.152299761772156,pattern3,rcp85
1985,-0.142299771308899,pattern3,rcp85
1986,-0.132299765944481,pattern3,rcp85
1987,-0.122299768030643,pattern3,rcp85
1988,-0.112299770116806,pattern3,rcp85
1989,-0.0922997668385506,pattern3,rcp85
1990,-0.0822997689247131,pattern3,rcp85
1991,-0.0622997656464577,pattern3,rcp85
1992,-0.0522997677326202,pattern3,rcp85
1993,-0.0222997665405273,pattern3,rcp85
1994,-0.0022997667547315,pattern3,rcp85
1995,0.0277002323418856,pattern3,rcp85
1996,0.0477002337574959,pattern3,rcp85
1997,0.0677002295851707,pattern3,rcp85
1998,0.0877002328634262,pattern3,rcp85
1999,0.0977002307772636,pattern3,rcp85
2000,0.107700236141682,pattern3,rcp85
2001,0.117700234055519,pattern3,rcp85
2002,0.137700229883194,pattern3,rcp85
2003,0.167700231075287,pattern3,rcp85
2004,0.187700226902962,pattern3,rcp85
2005,0.19770023226738,pattern3,rcp85
2006,0.217700228095055,pattern3,rcp85
2007,0.237700238823891,pattern3,rcp85
2008,0.247700229287148,pattern3,rcp85
2009,0.267700225114822,pattern3,rcp85
2010,0.277700245380402,pattern3,rcp85
2011,0.287700235843658,pattern3,rcp85
2012,0.307700246572495,pattern3,rcp85
2013,0.317700237035751,pattern3,rcp85
2014,0.337700247764587,pattern3,rcp85
2015,0.357700228691101,pattern3,rcp85
2016,0.367700219154358,pattern3,rcp85
2017,0.387700229883194,pattern3,rcp85
2018,0.40770024061203,pattern3,rcp85
2019,0.417700231075287,pattern3,rcp85
2020,0.437700241804123,pattern3,rcp85
2021,0.457700222730637,pattern3,rcp85
2022,0.467700242996216,pattern3,rcp85
2023,0.487700223922729,pattern3,rcp85
2024,0.507700204849243,pattern3,rcp85
2025,0.527700245380402,pattern3,rcp85
2026,0.547700226306915,pattern3,rcp85
2027,0.567700207233429,pattern3,rcp85
2028,0.587700247764587,pattern3,rcp85
2029,0.617700219154358,pattern3,rcp85
2030,0.637700259685516,pattern3,rcp85
2031,0.65770024061203,pattern3,rcp85
2032,0.677700221538544,pattern3,rcp85
2033,0.707700252532959,pattern3,rcp85
2034,0.727700233459473,pattern3,rcp85
2035,0.747700214385986,pattern3,rcp85
2036,0.777700245380402,pattern3,rcp85
2037,0.807700216770172,pattern3,rcp85
2038,0.827700257301331,pattern3,rcp85
2039,0.857700228691101,pattern3,rcp85
2040,0.887700259685516,pattern3,rcp85
2041,0.90770024061203,pattern3,rcp85
2042,0.937700212001801,pattern3,rcp85
2043,0.967700242996216,pattern3,rcp85
2044,0.987700223922729,pattern3,rcp85
2045,1.0177001953125,pattern3,rcp85
2046,1.03770017623901,pattern3,rcp85
2047,1.06770026683807,pattern3,rcp85
2048,1.09770023822784,pattern3,rcp85
2049,1.12770020961761,pattern3,rcp85
2050,1.15770018100739,pattern3,rcp85
2051,1.18770027160645,pattern3,rcp85
2052,1.21770024299622,pattern3,rcp85
2053,1.24770021438599,pattern3,rcp85
2054,1.27770018577576,pattern3,rcp85
2055,1.30770027637482,pattern3,rcp85
2056,1.33770024776459,pattern3,rcp85
2057,1.36770021915436,pattern3,rcp85
2058,1.39770019054413,pattern3,rcp85
2059,1.42770028114319,pattern3,rcp85
2060,1.45770025253296,pattern3,rcp85
2061,1.48770022392273,pattern3,rcp85
2062,1.5177001953125,pattern3,rcp85
2063,1.54770028591156,pattern3,rcp85
2064,1.57770025730133,pattern3,rcp85
2065,1.61770021915436,pattern3,rcp85
2066,1.64770019054413,pattern3,rcp85
2067,1.67770028114319,pattern3,rcp85
2068,1.70770025253296,pattern3,rcp85
2069,1.73770022392273,pattern3,rcp85
2070,1.77770018577576,pattern3,rcp85
2071,1.80770027637482,pattern3,rcp85
2072,1.83770024776459,pattern3,rcp85
2073,1.86770021915436,pattern3,rcp85
2074,1.89770019054413,pattern3,rcp85
2075,1.92770028114319,pattern3,rcp85
2076,1.96770024299622,pattern3,rcp85
2077,1.99770021438599,pattern3,rcp85
2078,2.02770018577576,pattern3,rcp85
2079,2.05770015716553,pattern3,rcp85
2080,2.0877001285553,pattern3,rcp85
2081,2.11770033836365,pattern3,rcp85
2082,2.15770030021667,pattern3,rcp85
2083,2.18770027160645,pattern3,rcp85
2084,2.21770024299622,pattern3,rcp85
2085,2.24770021438599,pattern3,rcp85
2086,2.28770017623901,pattern3,rcp85
2087,2.31770014762878,pattern3,rcp85
2088,2.34770011901855,pattern3,rcp85
2089,2.3777003288269,pattern3,rcp85
2090,2.40770030021667,pattern3,rcp85
2091,2.4477002620697,pattern3,rcp85
2092,2.47770023345947,pattern3,rcp85
2093,2.50770020484924,pattern3,rcp85
2094,2.53770017623901,pattern3,rcp85
2095,2.56770014762878,pattern3,rcp85
2096,2.59770011901855,pattern3,rcp85
2097,2.63770031929016,pattern3,rcp85
2098,2.66770029067993,pattern3,rcp85
2099,2.68770027160645,pattern3,rcp85
1981,-0.203311368823051,pattern2,rcp85
1982,-0.183311372995377,pattern2,rcp85
1983,-0.173311367630959,pattern2,rcp85
1984,-0.163311377167702,pattern2,rcp85
1985,-0.153311371803284,pattern2,rcp85
1986,-0.143311381340027,pattern2,rcp85
1987,-0.123311378061771,pattern2,rcp85
1988,-0.113311372697353,pattern2,rcp85
1989,-0.103311374783516,pattern2,rcp85
1990,-0.0833113715052605,pattern2,rcp85
1991,-0.073311373591423,pattern2,rcp85
1992,-0.0533113740384579,pattern2,rcp85
1993,-0.0233113747090101,pattern2,rcp85
1994,0.0066886250860989,pattern2,rcp85
1995,0.0266886260360479,pattern2,rcp85
1996,0.046688623726368,pattern2,rcp85
1997,0.0766886249184608,pattern2,rcp85
1998,0.0866886228322983,pattern2,rcp85
1999,0.106688626110554,pattern2,rcp85
2000,0.116688624024391,pattern2,rcp85
2001,0.126688629388809,pattern2,rcp85
2002,0.136688619852066,pattern2,rcp85
2003,0.156688630580902,pattern2,rcp85
2004,0.176688626408577,pattern2,rcp85
2005,0.186688631772995,pattern2,rcp85
2006,0.20668862760067,pattern2,rcp85
2007,0.216688618063927,pattern2,rcp85
2008,0.236688628792763,pattern2,rcp85
2009,0.24668861925602,pattern2,rcp85
2010,0.256688624620438,pattern2,rcp85
2011,0.276688635349274,pattern2,rcp85
2012,0.286688625812531,pattern2,rcp85
2013,0.296688616275787,pattern2,rcp85
2014,0.316688627004623,pattern2,rcp85
2015,0.336688637733459,pattern2,rcp85
2016,0.346688628196716,pattern2,rcp85
2017,0.366688638925552,pattern2,rcp85
2018,0.376688629388809,pattern2,rcp85
2019,0.396688610315323,pattern2,rcp85
2020,0.406688630580902,pattern2,rcp85
2021,0.426688611507416,pattern2,rcp85
2022,0.446688622236252,pattern2,rcp85
2023,0.466688632965088,pattern2,rcp85
2024,0.486688613891602,pattern2,rcp85
2025,0.496688634157181,pattern2,rcp85
2026,0.516688644886017,pattern2,rcp85
2027,0.536688625812531,pattern2,rcp85
2028,0.556688606739044,pattern2,rcp85
2029,0.576688647270203,pattern2,rcp85
2030,0.596688628196716,pattern2,rcp85
2031,0.61668860912323,pattern2,rcp85
2032,0.646688640117645,pattern2,rcp85
2033,0.666688621044159,pattern2,rcp85
2034,0.686688601970673,pattern2,rcp85
2035,0.706688642501831,pattern2,rcp85
2036,0.726688623428345,pattern2,rcp85
2037,0.746688604354858,pattern2,rcp85
2038,0.776688635349274,pattern2,rcp85
2039,0.796688616275787,pattern2,rcp85
2040,0.816688597202301,pattern2,rcp85
2041,0.846688628196716,pattern2,rcp85
2042,0.86668860912323,pattern2,rcp85
2043,0.886688649654388,pattern2,rcp85
2044,0.916688621044159,pattern2,rcp85
2045,0.936688601970673,pattern2,rcp85
2046,0.966688632965088,pattern2,rcp85
2047,0.986688613891602,pattern2,rcp85
2048,1.01668858528137,pattern2,rcp85
2049,1.03668856620789,pattern2,rcp85
2050,1.06668865680695,pattern2,rcp85
2051,1.08668863773346,pattern2,rcp85
2052,1.11668860912323,pattern2,rcp85
2053,1.146688580513,pattern2,rcp85
2054,1.1666886806488,pattern2,rcp85
2055,1.19668865203857,pattern2,rcp85
2056,1.21668863296509,pattern2,rcp85
2057,1.24668860435486,pattern2,rcp85
2058,1.27668857574463,pattern2,rcp85
2059,1.30668866634369,pattern2,rcp85
2060,1.3266886472702,pattern2,rcp85
2061,1.35668861865997,pattern2,rcp85
2062,1.38668859004974,pattern2,rcp85
2063,1.4166886806488,pattern2,rcp85
2064,1.43668866157532,pattern2,rcp85
2065,1.46668863296509,pattern2,rcp85
2066,1.49668860435486,pattern2,rcp85
2067,1.52668857574463,pattern2,rcp85
2068,1.55668866634369,pattern2,rcp85
2069,1.5766886472702,pattern2,rcp85
2070,1.60668861865997,pattern2,rcp85
2071,1.63668859004974,pattern2,rcp85
2072,1.6666886806488,pattern2,rcp85
2073,1.69668865203857,pattern2,rcp85
2074,1.72668862342834,pattern2,rcp85
2075,1.74668860435486,pattern2,rcp85
2076,1.77668857574463,pattern2,rcp85
2077,1.80668866634369,pattern2,rcp85
2078,1.83668863773346,pattern2,rcp85
2079,1.86668860912323,pattern2,rcp85
2080,1.896688580513,pattern2,rcp85
2081,1.92668867111206,pattern2,rcp85
2082,1.94668865203857,pattern2,rcp85
2083,1.97668862342834,pattern2,rcp85
2084,2.00668859481812,pattern2,rcp85
2085,2.03668856620789,pattern2,rcp85
2086,2.06668853759766,pattern2,rcp85
2087,2.09668850898743,pattern2,rcp85
2088,2.12668871879578,pattern2,rcp85
2089,2.15668869018555,pattern2,rcp85
2090,2.18668866157532,pattern2,rcp85
2091,2.21668863296509,pattern2,rcp85
2092,2.2366886138916,pattern2,rcp85
2093,2.26668858528137,pattern2,rcp85
2094,2.28668856620789,pattern2,rcp85
2095,2.31668853759766,pattern2,rcp85
2096,2.34668850898743,pattern2,rcp85
2097,2.36668872833252,pattern2,rcp85
2098,2.39668869972229,pattern2,rcp85
2099,2.4166886806488,pattern2,rcp85
1981,-0.31760111451149,GFDL-ESM2M,rcp85
1982,-0.167790099978447,GFDL-ESM2M,rcp85
1983,-0.224858105182648,GFDL-ESM2M,rcp85
1984,-0.229954093694687,GFDL-ESM2M,rcp85
1985,-0.354588091373444,GFDL-ESM2M,rcp85
1986,-0.197728097438812,GFDL-ESM2M,rcp85
1987,0.040980901569128,GFDL-ESM2M,rcp85
1988,0.0843458995223045,GFDL-ESM2M,rcp85
1989,-0.362920105457306,GFDL-ESM2M,rcp85
1990,-0.233067095279694,GFDL-ESM2M,rcp85
1991,0.0351518988609314,GFDL-ESM2M,rcp85
1992,-0.193150103092194,GFDL-ESM2M,rcp85
1993,-0.369969099760056,GFDL-ESM2M,rcp85
1994,-0.275090098381042,GFDL-ESM2M,rcp85
1995,-0.15057809650898,GFDL-ESM2M,rcp85
1996,0.213312894105911,GFDL-ESM2M,rcp85
1997,0.190699905157089,GFDL-ESM2M,rcp85
1998,-0.0679060965776443,GFDL-ESM2M,rcp85
1999,-0.0145001001656055,GFDL-ESM2M,rcp85
2000,0.239771902561188,GFDL-ESM2M,rcp85
2001,0.31707289814949,GFDL-ESM2M,rcp85
2002,0.322046905755997,GFDL-ESM2M,rcp85
2003,0.0449169017374516,GFDL-ESM2M,rcp85
2004,0.14434389770031,GFDL-ESM2M,rcp85
2005,0.232264906167984,GFDL-ESM2M,rcp85
2006,0.280726909637451,GFDL-ESM2M,rcp85
2007,0.401240885257721,GFDL-ESM2M,rcp85
2008,0.0272479001432657,GFDL-ESM2M,rcp85
2009,0.0724138990044594,GFDL-ESM2M,rcp85
2010,0.387873888015747,GFDL-ESM2M,rcp85
2011,0.289576888084412,GFDL-ESM2M,rcp85
2012,0.143244907259941,GFDL-ESM2M,rcp85
2013,0.307368904352188,GFDL-ESM2M,rcp85
2014,0.350794911384583,GFDL-ESM2M,rcp85
2015,0.666865885257721,GFDL-ESM2M,rcp85
2016,0.304011911153793,GFDL-ESM2M,rcp85
2017,0.504664897918701,GFDL-ESM2M,rcp85
2018,0.375422894954681,GFDL-ESM2M,rcp85
2019,0.213434904813766,GFDL-ESM2M,rcp85
2020,0.360407888889313,GFDL-ESM2M,rcp85
2021,0.630945920944214,GFDL-ESM2M,rcp85
2022,0.703943908214569,GFDL-ESM2M,rcp85
2023,0.521021902561188,GFDL-ESM2M,rcp85
2024,0.479944914579391,GFDL-ESM2M,rcp85
2025,0.804926872253418,GFDL-ESM2M,rcp85
2026,0.734766900539398,GFDL-ESM2M,rcp85
2027,0.417658895254135,GFDL-ESM2M,rcp85
2028,0.571650922298431,GFDL-ESM2M,rcp85
2029,0.686884880065918,GFDL-ESM2M,rcp85
2030,0.611139893531799,GFDL-ESM2M,rcp85
2031,0.649042904376984,GFDL-ESM2M,rcp85
2032,0.730250895023346,GFDL-ESM2M,rcp85
2033,0.584131896495819,GFDL-ESM2M,rcp85
2034,0.696436882019043,GFDL-ESM2M,rcp85
2035,0.817316889762878,GFDL-ESM2M,rcp85
2036,1.00915086269379,GFDL-ESM2M,rcp85
2037,0.755610883235931,GFDL-ESM2M,rcp85
2038,0.843226909637451,GFDL-ESM2M,rcp85
2039,1.02495884895325,GFDL-ESM2M,rcp85
2040,0.805964887142181,GFDL-ESM2M,rcp85
2041,1.02169287204742,GFDL-ESM2M,rcp85
2042,1.08452892303467,GFDL-ESM2M,rcp85
2043,1.09755992889404,GFDL-ESM2M,rcp85
2044,1.21041393280029,GFDL-ESM2M,rcp85
2045,1.37938988208771,GFDL-ESM2M,rcp85
2046,1.196741938591,GFDL-ESM2M,rcp85
2047,1.12960386276245,GFDL-ESM2M,rcp85
2048,1.26601684093475,GFDL-ESM2M,rcp85
2049,1.15465891361237,GFDL-ESM2M,rcp85
2050,1.28783690929413,GFDL-ESM2M,rcp85
2051,1.49691295623779,GFDL-ESM2M,rcp85
2052,1.21984386444092,GFDL-ESM2M,rcp85
2053,1.42217588424683,GFDL-ESM2M,rcp85
2054,1.63576793670654,GFDL-ESM2M,rcp85
2055,1.38463890552521,GFDL-ESM2M,rcp85
2056,1.36474192142487,GFDL-ESM2M,rcp85
2057,1.48412585258484,GFDL-ESM2M,rcp85
2058,1.64904284477234,GFDL-ESM2M,rcp85
2059,1.43419992923737,GFDL-ESM2M,rcp85
2060,1.51577293872833,GFDL-ESM2M,rcp85
2061,1.63064086437225,GFDL-ESM2M,rcp85
2062,1.65621495246887,GFDL-ESM2M,rcp85
2063,1.8363299369812,GFDL-ESM2M,rcp85
2064,1.8167679309845,GFDL-ESM2M,rcp85
2065,1.71261084079742,GFDL-ESM2M,rcp85
2066,1.72750389575958,GFDL-ESM2M,rcp85
2067,1.91460692882538,GFDL-ESM2M,rcp85
2068,1.82815086841583,GFDL-ESM2M,rcp85
2069,2.10628795623779,GFDL-ESM2M,rcp85
2070,2.09667491912842,GFDL-ESM2M,rcp85
2071,1.8847918510437,GFDL-ESM2M,rcp85
2072,2.01610898971558,GFDL-ESM2M,rcp85
2073,2.09508800506592,GFDL-ESM2M,rcp85
2074,2.03005480766296,GFDL-ESM2M,rcp85
2075,2.09597301483154,GFDL-ESM2M,rcp85
2076,2.10949301719666,GFDL-ESM2M,rcp85
2077,2.13961291313171,GFDL-ESM2M,rcp85
2078,2.37264585494995,GFDL-ESM2M,rcp85
2079,2.24395298957825,GFDL-ESM2M,rcp85
2080,2.377681016922,GFDL-ESM2M,rcp85
2081,2.46767687797546,GFDL-ESM2M,rcp85
2082,2.42663097381592,GFDL-ESM2M,rcp85
2083,2.31963682174683,GFDL-ESM2M,rcp85
2084,2.37658190727234,GFDL-ESM2M,rcp85
2085,2.47374987602234,GFDL-ESM2M,rcp85
2086,2.5474808216095,GFDL-ESM2M,rcp85
2087,2.50094199180603,GFDL-ESM2M,rcp85
2088,2.46404600143433,GFDL-ESM2M,rcp85
2089,2.58965587615967,GFDL-ESM2M,rcp85
2090,2.53664684295654,GFDL-ESM2M,rcp85
2091,2.59905600547791,GFDL-ESM2M,rcp85
2092,2.71374082565308,GFDL-ESM2M,rcp85
2093,2.91665196418762,GFDL-ESM2M,rcp85
2094,2.80419492721558,GFDL-ESM2M,rcp85
2095,2.90828990936279,GFDL-ESM2M,rcp85
2096,3.0008499622345,GFDL-ESM2M,rcp85
2097,3.01589488983154,GFDL-ESM2M,rcp85
2098,3.00042295455933,GFDL-ESM2M,rcp85
2099,3.00405383110046,GFDL-ESM2M,rcp85
1981,-0.238163501024246,CanESM2,rcp85
1982,-0.170903503894806,CanESM2,rcp85
1983,-0.343174487352371,CanESM2,rcp85
1984,-0.417668491601944,CanESM2,rcp85
1985,-0.26620951294899,CanESM2,rcp85
1986,-0.344883501529694,CanESM2,rcp85
1987,-0.522587478160858,CanESM2,rcp85
1988,-0.351109504699707,CanESM2,rcp85
1989,-0.110874496400356,CanESM2,rcp85
1990,0.0642345026135445,CanESM2,rcp85
1991,-0.137211501598358,CanESM2,rcp85
1992,-0.359318494796753,CanESM2,rcp85
1993,-0.306065499782562,CanESM2,rcp85
1994,-0.110508501529694,CanESM2,rcp85
1995,-0.130863502621651,CanESM2,rcp85
1996,0.18996749818325,CanESM2,rcp85
1997,0.23369950056076,CanESM2,rcp85
1998,-0.0144694996997714,CanESM2,rcp85
1999,0.0556594990193844,CanESM2,rcp85
2000,0.12041749805212,CanESM2,rcp85
2001,0.199610501527786,CanESM2,rcp85
2002,0.191004499793053,CanESM2,rcp85
2003,0.372950494289398,CanESM2,rcp85
2004,0.369074493646622,CanESM2,rcp85
2005,0.591273486614227,CanESM2,rcp85
2006,0.723200500011444,CanESM2,rcp85
2007,0.501734495162964,CanESM2,rcp85
2008,0.397853493690491,CanESM2,rcp85
2009,0.75805252790451,CanESM2,rcp85
2010,0.812709510326385,CanESM2,rcp85
2011,0.741908490657806,CanESM2,rcp85
2012,0.472438514232635,CanESM2,rcp85
2013,0.505671501159668,CanESM2,rcp85
2014,0.490107506513596,CanESM2,rcp85
2015,0.777766525745392,CanESM2,rcp85
2016,0.933741509914398,CanESM2,rcp85
2017,0.872065484523773,CanESM2,rcp85
2018,1.02813255786896,CanESM2,rcp85
2019,0.762751519680023,CanESM2,rcp85
2020,0.903803527355194,CanESM2,rcp85
2021,0.944606482982635,CanESM2,rcp85
2022,1.0769305229187,CanESM2,rcp85
2023,1.04735851287842,CanESM2,rcp85
2024,1.14281749725342,CanESM2,rcp85
2025,1.16280651092529,CanESM2,rcp85
2026,1.19576549530029,CanESM2,rcp85
2027,1.31475353240967,CanESM2,rcp85
2028,1.12017345428467,CanESM2,rcp85
2029,1.05785644054413,CanESM2,rcp85
2030,1.41240954399109,CanESM2,rcp85
2031,1.55086851119995,CanESM2,rcp85
2032,1.78045153617859,CanESM2,rcp85
2033,1.47112548351288,CanESM2,rcp85
2034,1.39162755012512,CanESM2,rcp85
2035,1.49846947193146,CanESM2,rcp85
2036,1.50875353813171,CanESM2,rcp85
2037,1.61858654022217,CanESM2,rcp85
2038,1.60058152675629,CanESM2,rcp85
2039,1.67385447025299,CanESM2,rcp85
2040,1.67849254608154,CanESM2,rcp85
2041,1.93410754203796,CanESM2,rcp85
2042,2.080073595047,CanESM2,rcp85
2043,1.789759516716,CanESM2,rcp85
2044,1.86767148971558,CanESM2,rcp85
2045,1.93154454231262,CanESM2,rcp85
2046,2.01314854621887,CanESM2,rcp85
2047,2.06884360313416,CanESM2,rcp85
2048,2.24630260467529,CanESM2,rcp85
2049,2.23418760299683,CanESM2,rcp85
2050,2.28765439987183,CanESM2,rcp85
2051,2.2989764213562,CanESM2,rcp85
2052,2.39971446990967,CanESM2,rcp85
2053,2.42864561080933,CanESM2,rcp85
2054,2.35116147994995,CanESM2,rcp85
2055,2.53060460090637,CanESM2,rcp85
2056,2.42299938201904,CanESM2,rcp85
2057,2.55129551887512,CanESM2,rcp85
2058,2.74633359909058,CanESM2,rcp85
2059,2.74590659141541,CanESM2,rcp85
2060,2.75072741508484,CanESM2,rcp85
2061,2.89358043670654,CanESM2,rcp85
2062,3.05846738815308,CanESM2,rcp85
2063,3.04955554008484,CanESM2,rcp85
2064,3.07479357719421,CanESM2,rcp85
2065,2.92840147018433,CanESM2,rcp85
2066,2.91668248176575,CanESM2,rcp85
2067,3.20220446586609,CanESM2,rcp85
2068,3.34237241744995,CanESM2,rcp85
2069,3.12261557579041,CanESM2,rcp85
2070,3.07870054244995,CanESM2,rcp85
2071,3.42333555221558,CanESM2,rcp85
2072,3.71813559532166,CanESM2,rcp85
2073,3.39031553268433,CanESM2,rcp85
2074,3.32909655570984,CanESM2,rcp85
2075,3.55126452445984,CanESM2,rcp85
2076,3.65880846977234,CanESM2,rcp85
2077,3.6618914604187,CanESM2,rcp85
2078,3.77288341522217,CanESM2,rcp85
2079,4.00966930389404,CanESM2,rcp85
2080,4.1079363822937,CanESM2,rcp85
2081,3.99422740936279,CanESM2,rcp85
2082,3.96383261680603,CanESM2,rcp85
2083,4.1842303276062,CanESM2,rcp85
2084,4.21142148971558,CanESM2,rcp85
2085,4.32586240768433,CanESM2,rcp85
2086,4.32015562057495,CanESM2,rcp85
2087,4.34624767303467,CanESM2,rcp85
2088,4.33846569061279,CanESM2,rcp85
2089,4.61071348190308,CanESM2,rcp85
2090,4.60491466522217,CanESM2,rcp85
2091,4.51208066940308,CanESM2,rcp85
2092,4.66628551483154,CanESM2,rcp85
2093,4.79140758514404,CanESM2,rcp85
2094,4.73449230194092,CanESM2,rcp85
2095,4.77678966522217,CanESM2,rcp85
2096,4.5509295463562,CanESM2,rcp85
2097,4.5597186088562,CanESM2,rcp85
2098,4.83739757537842,CanESM2,rcp85
2099,5.09066343307495,CanESM2,rcp85
1981,-0.305816262960434,MPI-ESM-MR,rcp85
1982,-0.327118247747421,MPI-ESM-MR,rcp85
1983,-0.466217249631882,MPI-ESM-MR,rcp85
1984,-0.421783238649368,MPI-ESM-MR,rcp85
1985,-0.292846262454987,MPI-ESM-MR,rcp85
1986,-0.305053263902664,MPI-ESM-MR,rcp85
1987,-0.266937255859375,MPI-ESM-MR,rcp85
1988,-0.296631246805191,MPI-ESM-MR,rcp85
1989,-0.0942992493510246,MPI-ESM-MR,rcp85
1990,0.0007627499871887,MPI-ESM-MR,rcp85
1991,-0.0221562497317791,MPI-ESM-MR,rcp85
1992,-0.273865252733231,MPI-ESM-MR,rcp85
1993,-0.19531224668026,MPI-ESM-MR,rcp85
1994,-0.115722246468067,MPI-ESM-MR,rcp85
1995,-0.106903247535229,MPI-ESM-MR,rcp85
1996,-0.0041812499985098,MPI-ESM-MR,rcp85
1997,0.223388746380806,MPI-ESM-MR,rcp85
1998,0.0921327471733093,MPI-ESM-MR,rcp85
1999,0.126861751079559,MPI-ESM-MR,rcp85
2000,0.205108746886253,MPI-ESM-MR,rcp85
2001,0.263976752758026,MPI-ESM-MR,rcp85
2002,0.230560749769211,MPI-ESM-MR,rcp85
2003,0.14648474752903,MPI-ESM-MR,rcp85
2004,0.19097875058651,MPI-ESM-MR,rcp85
2005,0.200805753469467,MPI-ESM-MR,rcp85
2006,0.318328738212585,MPI-ESM-MR,rcp85
2007,0.209197744727135,MPI-ESM-MR,rcp85
2008,0.189025744795799,MPI-ESM-MR,rcp85
2009,0.286193758249283,MPI-ESM-MR,rcp85
2010,0.214202746748924,MPI-ESM-MR,rcp85
2011,0.253295749425888,MPI-ESM-MR,rcp85
2012,0.39038074016571,MPI-ESM-MR,rcp85
2013,0.363799750804901,MPI-ESM-MR,rcp85
2014,0.489410758018494,MPI-ESM-MR,rcp85
2015,0.513122737407684,MPI-ESM-MR,rcp85
2016,0.623351752758026,MPI-ESM-MR,rcp85
2017,0.824645757675171,MPI-ESM-MR,rcp85
2018,0.597167730331421,MPI-ESM-MR,rcp85
2019,0.510101735591888,MPI-ESM-MR,rcp85
2020,0.550994753837585,MPI-ESM-MR,rcp85
2021,0.69320672750473,MPI-ESM-MR,rcp85
2022,0.84780877828598,MPI-ESM-MR,rcp85
2023,0.767974734306335,MPI-ESM-MR,rcp85
2024,0.757415771484375,MPI-ESM-MR,rcp85
2025,0.613219738006592,MPI-ESM-MR,rcp85
2026,0.747680723667145,MPI-ESM-MR,rcp85
2027,0.88058477640152,MPI-ESM-MR,rcp85
2028,0.846160769462585,MPI-ESM-MR,rcp85
2029,1.01965379714966,MPI-ESM-MR,rcp85
2030,0.932220757007599,MPI-ESM-MR,rcp85
2031,0.784698724746704,MPI-ESM-MR,rcp85
2032,0.953551769256592,MPI-ESM-MR,rcp85
2033,0.927703738212585,MPI-ESM-MR,rcp85
2034,0.85995477437973,MPI-ESM-MR,rcp85
2035,0.88653576374054,MPI-ESM-MR,rcp85
2036,0.956512749195099,MPI-ESM-MR,rcp85
2037,0.961486756801605,MPI-ESM-MR,rcp85
2038,0.94592273235321,MPI-ESM-MR,rcp85
2039,1.08196973800659,MPI-ESM-MR,rcp85
2040,1.20458972454071,MPI-ESM-MR,rcp85
2041,1.24578869342804,MPI-ESM-MR,rcp85
2042,1.30477869510651,MPI-ESM-MR,rcp85
2043,1.32870471477509,MPI-ESM-MR,rcp85
2044,1.51010179519653,MPI-ESM-MR,rcp85
2045,1.45983874797821,MPI-ESM-MR,rcp85
2046,1.43127477169037,MPI-ESM-MR,rcp85
2047,1.33425879478455,MPI-ESM-MR,rcp85
2048,1.33068871498108,MPI-ESM-MR,rcp85
2049,1.51940870285034,MPI-ESM-MR,rcp85
2050,1.61947679519653,MPI-ESM-MR,rcp85
2051,1.63534569740295,MPI-ESM-MR,rcp85
2052,1.69650280475616,MPI-ESM-MR,rcp85
2053,1.95864880084991,MPI-ESM-MR,rcp85
2054,1.88272070884705,MPI-ESM-MR,rcp85
2055,1.73272669315338,MPI-ESM-MR,rcp85
2056,1.81799280643463,MPI-ESM-MR,rcp85
2057,1.87795972824097,MPI-ESM-MR,rcp85
2058,1.97076380252838,MPI-ESM-MR,rcp85
2059,2.27139282226562,MPI-ESM-MR,rcp85
2060,2.19830274581909,MPI-ESM-MR,rcp85
2061,2.03848266601562,MPI-ESM-MR,rcp85
2062,2.41210985183716,MPI-ESM-MR,rcp85
2063,2.43002271652222,MPI-ESM-MR,rcp85
2064,2.33462476730347,MPI-ESM-MR,rcp85
2065,2.2853696346283,MPI-ESM-MR,rcp85
2066,2.46853685379028,MPI-ESM-MR,rcp85
2067,2.44332885742188,MPI-ESM-MR,rcp85
2068,2.2724916934967,MPI-ESM-MR,rcp85
2069,2.6124267578125,MPI-ESM-MR,rcp85
2070,2.6192626953125,MPI-ESM-MR,rcp85
2071,2.71450781822205,MPI-ESM-MR,rcp85
2072,2.72582983970642,MPI-ESM-MR,rcp85
2073,2.73617577552795,MPI-ESM-MR,rcp85
2074,2.8315737247467,MPI-ESM-MR,rcp85
2075,2.87304663658142,MPI-ESM-MR,rcp85
2076,2.76522874832153,MPI-ESM-MR,rcp85
